candidate,stage,covariate,mean_broad,mean_specialized,smd,source_artifact
primary_leaves_63,raw,lead_country=FR,0.0124322111608104,0.0182880434782608,0.047629457335419,results/qss_v3/balance.csv
primary_leaves_63,raw,lead_country=GA,1.8873167757080204e-05,1.796984572230014e-05,-0.0002104670103853,results/qss_v3/balance.csv
primary_leaves_63,raw,lead_country=GB,0.0297662395473563,0.0392654277699859,0.0520537206072393,results/qss_v3/balance.csv
primary_leaves_63,raw,lead_country=GD,5.531790549489025e-05,2.8927068723702665e-05,-0.0040663635347096,results/qss_v3/balance.csv
primary_leaves_63,raw,lead_country=GE,0.0002154144319859,0.0001621669004207,-0.0038757078702244,results/qss_v3/balance.csv
primary_leaves_63,raw,lead_country=GF,5.857189993576615e-06,2.0599579242636743e-05,0.0040533885045814,results/qss_v3/balance.csv
primary_leaves_63,raw,lead_country=GH,0.0009332456056432,0.0006342040673211,-0.0106862704909076,results/qss_v3/balance.csv
primary_leaves_63,raw,lead_country=GI,8.460385546277333e-06,8.32748948106592e-06,-4.587024707596647e-05,results/qss_v3/balance.csv
primary_leaves_63,raw,lead_country=GL,5.206391105401435e-06,3.944600280504909e-06,-0.0005898876477339,results/qss_v3/balance.csv
primary_leaves_63,raw,lead_country=GM,1.6269972204379487e-05,1.8846423562412343e-05,0.0006148735497989,results/qss_v3/balance.csv
primary_leaves_63,raw,lead_country=GN,1.6269972204379487e-05,8.76577840112202e-06,-0.0021210050060931,results/qss_v3/balance.csv
primary_leaves_63,raw,lead_country=GP,1.236517887532841e-05,1.5340112201963536e-05,0.0007993075567036,results/qss_v3/balance.csv
primary_leaves_63,raw,lead_country=GQ,0.0,1.314866760168303e-06,0.0016216463788663,results/qss_v3/balance.csv
primary_leaves_63,raw,lead_country=GR,0.0030568023777588,0.0034870266479663,0.0075337059599551,results/qss_v3/balance.csv
primary_leaves_63,raw,lead_country=GT,4.10003299550363e-05,5.084151472650772e-05,0.0014522860675802,results/qss_v3/balance.csv
primary_leaves_63,raw,lead_country=GU,1.3015977763503589e-05,2.1037868162692847e-05,0.001944072876351,results/qss_v3/balance.csv
primary_leaves_63,raw,lead_country=GW,3.904793329051077e-06,3.0680224403927067e-06,-0.0004481446674677,results/qss_v3/balance.csv
primary_leaves_63,raw,lead_country=GY,2.017476553343056e-05,7.012622720897616e-06,-0.0035699447563095,results/qss_v3/balance.csv
