source_macro,target_macro,raw_edges_broad,raw_edges_specialized,ipw_edges_broad,ipw_edges_specialized,rate_broad,rate_specialized,row_share_broad,row_share_specialized,row_share_difference,standardized_share_broad,standardized_share_specialized,standardized_share_difference,pooled_standardized_share,plot_edge,pooled_fraction,cumulative_fraction
30,7,19790,30308,62243.743926644325,50472.88525855541,0.5790040892631045,0.1685914468330716,0.0831909067181417,0.0621183027459049,-0.0210726039722368,0.0036361086588293,0.0027150671557341,-0.0009210415030952,0.0031755879072817,True,0.006769382863195879,0.16354490227031243
9,27,29622,49783,94377.76454269886,133812.54797422886,0.4411987546166743,0.7763807562265986,0.0649438203851458,0.0971849896487781,0.0322411692636323,0.0025369974952695,0.0037964824652221,0.0012594849699526,0.0031667399802458,True,0.006750521786947828,0.17029542405726025
0,12,27512,45596,72375.02077531815,76178.7518786192,0.4990297037737941,0.489096591310127,0.0863307230553635,0.0788012359466285,-0.0075294871087349,0.0032453436011671,0.0029622952037532,-0.0002830483974138,0.0031038194024602,True,0.006616394345529013,0.17691181840278927
7,29,55694,74194,209659.03023839,147626.81266999245,1.0158104923604176,0.6635909319882313,0.074661033985648,0.0568917369636824,-0.0177692970219655,0.0033642116695685,0.0025635306019474,-0.0008006810676211,0.002963871135758,True,0.00631806741331734,0.1832298858161066
28,0,20793,30789,51235.424421191216,55366.99156367779,0.3708978008715448,0.3856103379604211,0.0846126911969045,0.0831095081126224,-0.0015031830842821,0.0028809058738712,0.0028297252659062,-5.118060796499872e-05,0.0028553155698887,True,0.006086660124728308,0.1893165459408349
27,30,30373,36585,82563.69314932823,94625.24409925938,0.5835238365600036,0.3791091572573155,0.0736789624791171,0.0744184953288335,0.0007395328497164,0.0028392887794693,0.0028677873800412,2.849860057196072e-05,0.0028535380797553,True,0.00608287105901832,0.19539941699985322
4,23,27659,55752,79838.22146308422,100091.34965014458,0.3695049942419874,0.3729386055820817,0.0475011624341967,0.0581443463197583,0.0106431838855616,0.002564646845202,0.003139285581945,0.0005746387367429,0.0028519662135735,True,0.0060795203207282805,0.2014789373205815
9,4,41109,48235,111525.65878689288,93322.48670113088,0.5213620178757227,0.5414573139428198,0.0767437371258583,0.0677779852588589,-0.0089657518669994,0.0029979552744398,0.0026477127125627,-0.0003502425618771,0.0028228339935012,True,0.006017419331216361,0.20749635665179786
28,10,19763,29759,52592.63908958435,50417.212250709534,0.3807227987417569,0.351136980824735,0.0868540620242565,0.0756795627182857,-0.0111744993059708,0.0029572204112143,0.002576749346735,-0.0003804710644792,0.0027669848789746,True,0.00589836608821398,0.21339472274001184
20,21,15802,59465,46613.78468120098,150342.9713933468,0.4004971329606669,1.1105385074833185,0.0639082815802561,0.1294320615907548,0.0655237800104986,0.0018281568374532,0.0037025265354014,0.0018743696979482,0.0027653416864273,True,0.005894863303912177,0.219289586043924
31,15,52153,32867,125311.60743534564,58997.7185536623,0.6695094744675413,0.2508021977582983,0.0728425467299063,0.0443289912537715,-0.0285135554761347,0.0034132832071998,0.0020771843960871,-0.0013360988111127,0.0027452338016435,True,0.005851999439127186,0.2251415854830512
21,7,22136,45759,74130.75507426262,88306.43815815449,0.8994976292590185,0.776569713568858,0.1331811265877155,0.1026750368359912,-0.0305060897517242,0.003063573267524,0.002361839895427,-0.0007017333720969,0.0027127065814755,True,0.005782661347025325,0.2309242468300765
21,20,15900,51574,50526.47803795338,123894.89240849018,0.6130849087456028,1.0895357475294238,0.090774379147534,0.144054192504629,0.053279813357095,0.002088088368507,0.0033136870406429,0.0012255986721358,0.002700887704575,True,0.005757467113677537,0.23668171394375404
18,8,4211,4305,8951.18121266365,8393.73375093937,0.0549096406106006,0.0462240367422026,0.0666551034297707,0.0690016189409415,0.0023465155111708,0.0026486214286679,0.0027418630702796,9.324164161169172e-05,0.0026952422494738,True,0.005745432728822571,0.24242714667257662
31,4,39333,37569,93746.66841471197,78379.71699607372,0.5008656738826034,0.3331960245955726,0.0544941224083728,0.058892002510771,0.0043978801023982,0.0025535059008477,0.0027595834060241,0.0002060775051763,0.0026565446534359,True,0.00566294128121844,0.24809008795379506
12,0,34573,53300,95232.20495045184,92833.307828784,0.557929374370554,0.5874928906190713,0.0613234429276448,0.0733726006555177,0.0120491577278728,0.0024184004010121,0.0028935806337223,0.0004751802327101,0.0026559905173672,True,0.005661760032480613,0.25375184798627565
4,30,27748,41272,74481.64203751087,87743.68939125538,0.3447138251311072,0.326931440974478,0.0443141707311878,0.050971432408206,0.0066572616770182,0.0023925771989459,0.0027520110376714,0.0003594338387255,0.0025722941183086,True,0.005483344889823304,0.259235192876099
4,7,31686,35063,96250.39958119392,62348.130193948746,0.445463371945011,0.2323080347747888,0.0572658781856338,0.0362188269721378,-0.0210470512134959,0.0030918559946814,0.001955499519821,-0.0011363564748604,0.0025236777572512,True,0.005379709666670367,0.2646149025427693
4,9,29944,39266,80778.1742247343,76432.78042948246,0.373855256978512,0.2847871934364654,0.0480604039602903,0.0444007805970019,-0.0036596233632883,0.0025948409908208,0.0023972533733328,-0.000197587617488,0.0024960471820768,True,0.005320809725132948,0.26993571226790225
7,5,36542,74696,148608.52545022964,149435.5071492195,0.7200171594560395,0.6717211166982086,0.0529205260397365,0.0575887632605915,0.0046682372208549,0.0023845886101284,0.0025949384713121,0.0002103498611837,0.0024897635407203,True,0.005307414922230586,0.27524312719013283
18,12,5269,2944,10512.448375344276,5711.157263875008,0.064486993226213,0.0314511695318322,0.0782811024725288,0.0469492015027985,-0.0313319009697302,0.0031105946101628,0.0018655835001468,-0.001245011110016,0.0024880890551548,True,0.0053038454307780675,0.2805469726209109
24,12,31022,33346,77195.36946570873,67198.84311270714,0.5356618068579417,0.4225289640018862,0.0723527002383194,0.0682190672228435,-0.0041336330154758,0.0024383909744376,0.0022990815443351,-0.0001393094301024,0.0023687362593864,True,0.0050494217480021985,0.2855963943689131
18,10,4933,2682,9771.4938839674,5535.161275267601,0.0599417221760912,0.030481964969803,0.0727635738820443,0.0455024069651872,-0.027261166916857,0.0028913489154435,0.0018080933633378,-0.0010832555521057,0.0023497211393907,True,0.005008887323763667,0.29060528169267674
14,9,14971,25548,43934.571742773056,55792.55130887032,0.4762432841193125,0.3200492536793,0.0764475438748572,0.0878860865437923,0.011438542668935,0.0021704162864668,0.0024951670638461,0.0003247507773793,0.0023327916751565,True,0.004972798880169555,0.2955780805728463
14,30,16927,23036,50059.11375403404,46773.91311609745,0.5426322776947289,0.2683145981547428,0.087104440608949,0.0736796593752399,-0.0134247812337091,0.0024729754147591,0.0020918334924026,-0.0003811419223565,0.0022824044535809,True,0.004865388723620025,0.3004434692964663
16,11,22968,26676,66316.39855253696,48317.914180636406,0.4226715454148141,0.2774695189564904,0.0632684284156215,0.0552526806879222,-0.0080157477276993,0.0024168017934889,0.002110606840183,-0.0003061949533058,0.0022637043168359,True,0.004825525747403637,0.30526899504386995
6,31,16660,13663,34410.294946074486,27199.527202367783,0.2424689866338044,0.1976652379588906,0.0818092370357685,0.0679328856528415,-0.0138763513829269,0.0024671287258652,0.0020486583141188,-0.0004184704117464,0.002257893519992,True,0.004813138904486641,0.3100821339483566
10,28,20950,36109,55597.43213248253,62796.83097267151,0.6375938420240517,0.6894172343670927,0.1006496306194057,0.1010325080649261,0.0003828774455204,0.0022000443754175,0.002208413480851,8.369105433448688e-06,0.0022042289281342,True,0.004698742396158344,0.31478087634451496
16,10,20359,26647,58112.49659192562,49290.57854127884,0.3703834840030328,0.2830551224915399,0.0554415862581344,0.0563649454503079,0.0009233591921735,0.0021178228771911,0.0021530944369178,3.527155972675401e-05,0.0021354586570544,True,0.004552145196478417,0.31933302154099336
28,16,14571,22578,39120.64345824719,39452.234033465385,0.2831978224297164,0.2747700185487136,0.0646057481079008,0.059220406813947,-0.0053853412939538,0.0021997064101975,0.0020163454847017,-0.0001833609254957,0.0021080259474496,True,0.004493667043861719,0.3238266885848551
12,24,36339,29897,88094.94001603127,61354.827313661575,0.5161148457491701,0.3882822415249614,0.0567275012596645,0.0484929746452244,-0.00823452661444,0.0022371511651206,0.001912407779626,-0.0003247433854945,0.0020747794723733,True,0.004422795720121283,0.32824948430497636
10,0,20576,31907,50924.2624502182,60499.7700291872,0.5840017227865083,0.6641988693907008,0.0921896571224119,0.0973368147520071,0.0051471576295951,0.0020151225133729,0.0021276313732931,0.0001125088599201,0.002071376943333,True,0.0044155425681225244,0.3326650268730989
3,12,22106,32734,69038.90891468525,55751.9343252182,0.8432298909063193,0.6066067613837661,0.1172226590599489,0.093934208124978,-0.0232884509349709,0.0022960688215137,0.0018399122514277,-0.0004561565700859,0.0020679905364707,True,0.00440832378367984,0.33707335065677874
11,16,22689,27380,65125.52838981152,46928.08678627014,0.4835565863196137,0.3264178458484336,0.0698830881993369,0.0575034288018933,-0.0123796593974436,0.0022606935495512,0.0018602158822562,-0.000400477667295,0.0020604547159037,True,0.0043922597174043026,0.34146561037418305
12,3,31267,34089,88021.76174712181,59857.26455080509,0.5156861220226596,0.3788049591032609,0.056680379139586,0.0473093469460122,-0.0093710321935737,0.0022352928194594,0.0018657292898713,-0.0003695635295881,0.0020505110546653,True,0.004371062870725834,0.34583667324490885
14,31,16864,22848,44199.22796487808,42841.75391447544,0.4791121125470902,0.2457580993335958,0.0769080540687333,0.0674856052266034,-0.0094224488421298,0.0021834905956494,0.001915978581675,-0.0002675120139743,0.0020497345886622,True,0.004369407682518577,0.35020608092742744
18,22,1311,6141,3410.72444832325,9435.689527869225,0.0209225630930432,0.0519620555483347,0.0253980101030467,0.0775671319303165,0.0521691218272697,0.0010092207549468,0.00308222412418,0.0020730033692331,0.0020457224395634,True,0.004360855006873313,0.3545669359343008
28,12,16150,17357,40580.3619505167,34869.899040937424,0.2937648546108797,0.2428557733420846,0.0670163987742341,0.0523420195929571,-0.014674379181277,0.0022817846134346,0.0017821491027241,-0.0004996355107104,0.0020319668580793,True,0.004331532311268432,0.3588984682455692
16,28,16106,27533,47247.28405511379,49427.72743475437,0.3011333999449174,0.2838427110731952,0.0450757501058409,0.0565217784623782,0.0114460283565373,0.0017218564839798,0.0021590853286523,0.0004372288446724,0.0019404709063161,True,0.004136490906022692,0.3630349591515919
13,26,19546,27690,75131.70263624191,52466.49116063118,1.5093641567159437,1.0623037715807069,0.1656751108434529,0.1588774422362439,-0.006797668607209,0.0019530446972328,0.0018729110515738,-8.013364565906834e-05,0.0019129778744033,True,0.004077884164681648,0.36711284331627353
1,7,24623,30502,86082.60213637352,61916.41189849377,0.9252431306222532,0.6120502685672016,0.0875130579919847,0.0870786718953789,-0.0004343860966058,0.0018886402649291,0.0018792656745377,-9.374590391416238e-06,0.0018839529697334,True,0.004016011938808833,0.3711288552550824
4,31,22778,30814,60374.9649873972,57989.886936903,0.2794257021412183,0.2160692971740734,0.0359211536313011,0.0336870676725663,-0.0022340859587348,0.0019394277658816,0.0018188066860519,-0.0001206210798297,0.0018791172259667,True,0.004005703611046895,0.3751345588661293
0,28,16052,28688,41681.57651042938,47898.52046895027,0.2873967365535844,0.3075267382627871,0.0497188201078897,0.049547446235169,-0.0001713738727206,0.0018690293441796,0.0018625870594221,-6.442284757474494e-06,0.0018658082018009,True,0.003977332839163289,0.3791118917052926
28,11,15423,17895,37930.40649425984,30737.35570704937,0.2745815910342301,0.2140741584012781,0.0626401324460279,0.0461387993342127,-0.0165013331118151,0.0021327808269787,0.0015709409089231,-0.0005618399180556,0.0018518608679509,True,0.0039476013861195975,0.3830594930914122
0,10,16034,27262,40605.95836794376,46493.92738413811,0.2799802909723851,0.2985087158744179,0.0484357960620587,0.0480944994704117,-0.0003412965916469,0.0018207979182177,0.0018079679004604,-1.2830017757308994e-05,0.0018143829093391,True,0.00386770983275005,0.3869272029241622
11,10,15904,29595,50402.00435876846,46916.5486741066,0.3742345248319744,0.3263375901641409,0.0540839790956416,0.0574892905521426,0.003405311456501,0.0017495978759098,0.0018597585148038,0.000110160638894,0.0018046781953568,True,0.003847022348592122,0.39077422527275435
7,19,27932,61408,111791.89227962494,102228.4460027218,0.5416383783200153,0.4595226878622698,0.0398098677615684,0.0393963247936128,-0.0004135429679555,0.0017938248981817,0.0017751907324812,-1.863416570056526e-05,0.0017845078153314,True,0.0038040252630524647,0.3945782505358068
6,9,7030,13523,23165.97964835167,25223.196848392487,0.1632369504102712,0.1833027894208183,0.0550762823506107,0.0629968504434811,0.0079205680928704,0.001660940539534,0.0018998018438944,0.0002388613043603,0.0017803711917142,True,0.003795207245777127,0.39837345778158395
6,27,6673,11453,20433.166941285133,27268.94858443737,0.1439804363704809,0.1981697391549638,0.0485791185548011,0.068106270828801,0.0195271522739999,0.0014650049701766,0.0020538871069024,0.0005888821367257,0.0017594460385395,True,0.0037506012145645264,0.4021240589961485
